157.967,156.578,138.378,
-21.7548,-47.5337,-56.5736,
1.572,1.32554,-0.00685422,
157.967,156.823,155.513,138.378,
-21.7548,-38.904,-47.4023,-56.5736,
1.572,1.4432,1.39403,-0.00685422,
157.967,158.31,157.487,138.378,
-21.7548,-30.0746,-46.6405,-56.5736,
1.572,1.62862,1.31973,-0.00685422,
157.967,157.868,157.417,156.413,152.586,138.378,
-21.7548,-30.1291,-38.491,-46.8035,-53.0241,-56.5736,
1.572,1.542,1.48776,1.40927,0.673605,-0.00685422,
157.967,156.963,138.378,
-21.7548,-48.0972,-56.5736,
1.572,1.27315,-0.00685422,
157.967,158.313,158.403,156.857,138.378,
-21.7548,-30.9721,-40.1922,-49.2612,-56.5736,
1.572,1.61958,1.51639,1.26243,-0.00685422,
157.967,157.96,157.708,156.899,138.378,
-21.7548,-30.1523,-38.5452,-46.9012,-56.5736,
1.572,1.56162,1.5138,1.42853,-0.00685422,
157.967,157.783,157.172,156.077,138.378,
-21.7548,-29.9125,-38.049,-46.1344,-56.5736,
1.572,1.52328,1.46727,1.40396,-0.00685422,
157.967,158.493,157.41,138.378,
-21.7548,-39.2745,-47.9565,-56.5736,
1.572,1.54195,1.32956,-0.00685422,
157.967,158.241,158.037,155.879,151.498,145.212,138.378,
-21.7548,-30.6132,-39.4667,-48.0267,-53.2234,-55.9175,-56.5736,
1.572,1.60305,1.46413,1.15524,0.611665,0.2243,-0.00685422,
157.967,157.668,156.964,156.177,138.378,
-21.7548,-30.2515,-38.7256,-47.1926,-56.5736,
1.572,1.5055,1.47674,1.48574,-0.00685422,
157.967,158.617,157.07,138.378,
-21.7548,-39.6395,-48.4257,-56.5736,
1.572,1.52524,1.23856,-0.00685422,
157.967,156.852,138.378,
-21.7548,-46.7694,-56.5736,
1.572,1.31719,-0.00685422,
157.967,157.674,156.493,138.378,
-21.7548,-40.0386,-49.1014,-56.5736,
1.572,1.49856,1.37405,-0.00685422,
157.967,157.975,157.746,156.933,138.378,
-21.7548,-30.6333,-39.5081,-48.3466,-56.5736,
1.572,1.56491,1.51855,1.43294,-0.00685422,
157.967,158.27,158.288,156.729,138.378,
-21.7548,-30.5455,-39.3378,-47.9709,-56.5736,
1.572,1.61377,1.50723,1.25238,-0.00685422,
157.967,157.89,156.879,138.378,
-21.7548,-38.9612,-47.5,-56.5736,
1.572,1.51405,1.38024,-0.00685422,
157.967,158.106,156.831,138.378,
-21.7548,-39.4753,-48.2322,-56.5736,
1.572,1.51309,1.32117,-0.00685422,
157.967,157.822,156.663,138.378,
-21.7548,-39.4757,-48.255,-56.5736,
1.572,1.50481,1.36229,-0.00685422,
157.967,157.789,156.845,138.378,
-21.7548,-39.2771,-47.9847,-56.5736,
1.572,1.51338,1.40335,-0.00685422,
157.967,157.278,156.569,138.378,
-21.7548,-40.0714,-49.2105,-56.5736,
1.572,1.50256,1.48623,-0.00685422,
157.967,158.111,156.918,138.378,
-21.7548,-30.1956,-46.9963,-56.5736,
1.572,1.58867,1.35083,-0.00685422,
157.967,157.819,157.43,156.909,138.378,
-21.7548,-30.1483,-38.5343,-46.9133,-56.5736,
1.572,1.53663,1.51434,1.50512,-0.00685422,
157.967,157.874,157.423,156.383,152.585,145.856,138.378,
-21.7548,-29.9728,-38.1781,-46.3283,-52.6526,-55.8747,-56.5736,
1.572,1.54239,1.48458,1.39857,0.700057,0.231582,-0.00685422,
157.06,157.202,157.743,152.522,143.411,138.378,
-19.9639,-29.5385,-48.5927,-56.4393,-57.8574,-56.5736,
1.42405,1.69484,1.29336,0.621096,-0.36552,-0.00685422,
157.967,158.327,158.541,157.346,138.378,
-21.7548,-30.5816,-39.4114,-48.1455,-56.5736,
1.572,1.62723,1.53886,1.30687,-0.00685422,
157.967,156.756,138.378,
-21.7548,-47.7249,-56.5736,
1.572,1.28756,-0.00685422,
157.967,158.441,158.803,157.504,138.378,
-21.7548,-30.7302,-39.7092,-48.5768,-56.5736,
1.572,1.64621,1.5471,1.27466,-0.00685422,
157.967,157.623,156.311,138.378,
-21.7548,-39.1792,-47.7893,-56.5736,
1.572,1.48563,1.34241,-0.00685422,
157.967,156.377,138.378,
-21.7548,-47.4446,-56.5736,
1.572,1.38925,-0.00685422,
157.967,157.977,157.752,156.939,138.378,
-21.7548,-30.5135,-39.2685,-47.9867,-56.5736,
1.572,1.56521,1.51817,1.43087,-0.00685422,
157.967,157.974,156.718,138.378,
-21.7548,-38.9724,-47.4798,-56.5736,
1.572,1.50564,1.32658,-0.00685422,
157.967,158.269,157.056,138.378,
-21.7548,-38.2525,-46.3991,-56.5736,
1.572,1.52098,1.3038,-0.00685422,
157.967,158.187,158.234,157.225,138.378,
-21.7548,-30.4488,-39.1439,-47.7714,-56.5736,
1.572,1.60316,1.53232,1.35948,-0.00685422,
157.967,157.841,157.128,138.378,
-21.7548,-39.1895,-47.876,-56.5736,
1.572,1.52756,1.44313,-0.00685422,
157.967,158.277,156.756,138.378,
-21.7548,-39.7213,-48.5572,-56.5736,
1.572,1.50998,1.26726,-0.00685422,
157.967,158.24,158.277,156.942,138.378,
-21.7548,-30.734,-39.7147,-48.5811,-56.5736,
1.572,1.60924,1.51932,1.30224,-0.00685422,
157.967,158.355,158.442,156.663,138.378,
-21.7548,-30.9685,-40.1855,-49.2025,-56.5736,
1.572,1.62514,1.50674,1.2168,-0.00685422,
157.967,157.72,157.084,156.243,145.8,138.378,
-21.7548,-30.1819,-38.5893,-46.9791,-56.1177,-56.5736,
1.572,1.51476,1.47942,1.46597,0.180217,-0.00685422,
157.967,157.648,156.617,138.378,
-21.7548,-39.316,-48.0352,-56.5736,
1.572,1.50195,1.39643,-0.00685422,
157.967,158.097,157.938,156.702,138.378,
-21.7548,-30.6012,-39.445,-48.1953,-56.5736,
1.572,1.58412,1.50659,1.33941,-0.00685422,
157.967,157.59,156.659,138.378,
-21.7548,-38.3289,-46.5648,-56.5736,
1.572,1.50018,1.41047,-0.00685422,
157.967,157.145,138.378,
-21.7548,-47.474,-56.5736,
1.572,1.37582,-0.00685422,
157.967,158.109,157.153,138.378,
-21.7548,-30.1849,-46.9897,-56.5736,
1.572,1.58989,1.38435,-0.00685422,
157.967,157.542,156.189,138.378,
-21.7548,-39.3609,-48.0583,-56.5736,
1.572,1.48035,1.34217,-0.00685422,
157.967,157.715,157.009,155.956,138.378,
-21.7548,-30.4873,-39.1952,-47.8685,-56.5736,
1.572,1.51388,1.46793,1.43418,-0.00685422,
157.967,157.666,156.753,138.378,
-21.7548,-39.9416,-48.9889,-56.5736,
1.572,1.511,1.42304,-0.00685422,
157.967,158.142,158.15,157.246,138.378,
-21.7548,-30.6204,-39.4864,-48.2999,-56.5736,
1.572,1.59512,1.53414,1.38906,-0.00685422,
157.967,157.233,155.964,138.378,
-21.7548,-39.0456,-47.6062,-56.5736,
1.572,1.46727,1.37562,-0.00685422,
157.967,158.23,158.302,157.146,138.378,
-21.7548,-30.4379,-39.1227,-47.7181,-56.5736,
1.572,1.61009,1.52811,1.32608,-0.00685422,
157.967,157.938,157.164,138.378,
-21.7548,-39.6248,-48.5232,-56.5736,
1.572,1.53039,1.4285,-0.00685422,
157.967,158.099,157.947,156.719,138.378,
-21.7548,-30.5592,-39.3612,-48.0703,-56.5736,
1.572,1.58468,1.50716,1.33942,-0.00685422,
157.967,157.504,138.378,
-21.7548,-47.856,-56.5736,
1.572,1.28181,-0.00685422,
157.532,157.347,158.436,152.499,143.413,138.378,
-20.3233,-29.8634,-39.3776,-56.6925,-58.0284,-56.5736,
1.37674,1.67196,1.64384,0.617628,-0.380475,-0.00685422,
157.967,156.815,138.378,
-21.7548,-48.2725,-56.5736,
1.572,1.3489,-0.00685422,
157.967,158.588,157.806,138.378,
-21.7548,-38.4661,-46.7795,-56.5736,
1.572,1.56171,1.37158,-0.00685422,
